ID	bowtie_unpair_profiled_S101G	bowtie_unpair_profiled_S101T	bowtie_unpair_profiled_S102G	bowtie_unpair_profiled_S102T	bowtie_unpair_profiled_S103G	bowtie_unpair_profiled_S103T	bowtie_unpair_profiled_S104G	bowtie_unpair_profiled_S104T	bowtie_unpair_profiled_S105G	bowtie_unpair_profiled_S105T	bowtie_unpair_profiled_S106G	bowtie_unpair_profiled_S106T	bowtie_unpair_profiled_S107G	bowtie_unpair_profiled_S107T	bowtie_unpair_profiled_S108G	bowtie_unpair_profiled_S108T	bowtie_unpair_profiled_S109G	bowtie_unpair_profiled_S109T	bowtie_unpair_profiled_S110G	bowtie_unpair_profiled_S110T	bowtie_unpair_profiled_S111G	bowtie_unpair_profiled_S111T	bowtie_unpair_profiled_S112G	bowtie_unpair_profiled_S112T	bowtie_unpair_profiled_S113G	bowtie_unpair_profiled_S113T	bowtie_unpair_profiled_S114G	bowtie_unpair_profiled_S114T	bowtie_unpair_profiled_S115G	bowtie_unpair_profiled_S115T	bowtie_unpair_profiled_S116G	bowtie_unpair_profiled_S116T	bowtie_unpair_profiled_S201G	bowtie_unpair_profiled_S201T	bowtie_unpair_profiled_S202G	bowtie_unpair_profiled_S202T	bowtie_unpair_profiled_S203G	bowtie_unpair_profiled_S203T	bowtie_unpair_profiled_S204G	bowtie_unpair_profiled_S204T	bowtie_unpair_profiled_S205G	bowtie_unpair_profiled_S205T	bowtie_unpair_profiled_S206G	bowtie_unpair_profiled_S206T	bowtie_unpair_profiled_S207G	bowtie_unpair_profiled_S207T	bowtie_unpair_profiled_S208G	bowtie_unpair_profiled_S208T	bowtie_unpair_profiled_S301G	bowtie_unpair_profiled_S301T	bowtie_unpair_profiled_S302G	bowtie_unpair_profiled_S302T	bowtie_unpair_profiled_S303G	bowtie_unpair_profiled_S303T	bowtie_unpair_profiled_S304G	bowtie_unpair_profiled_S304T	bowtie_unpair_profiled_S305G	bowtie_unpair_profiled_S305T	bowtie_unpair_profiled_S306G	bowtie_unpair_profiled_S306T	bowtie_unpair_profiled_S307G	bowtie_unpair_profiled_S307T	bowtie_unpair_profiled_S308G	bowtie_unpair_profiled_S308T	bowtie_unpair_profiled_S309G	bowtie_unpair_profiled_S309T	bowtie_unpair_profiled_S310G	bowtie_unpair_profiled_S310T	bowtie_unpair_profiled_S311G	bowtie_unpair_profiled_S311T	bowtie_unpair_profiled_S312G	bowtie_unpair_profiled_S312T	bowtie_unpair_profiled_S313G	bowtie_unpair_profiled_S313T	bowtie_unpair_profiled_S314G	bowtie_unpair_profiled_S314T	bowtie_unpair_profiled_S315G	bowtie_unpair_profiled_S315T	bowtie_unpair_profiled_S316G	bowtie_unpair_profiled_S316T
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	0.0	0.09487	0.0	0.03638	0.43242	0.029	0.0	0.0	0.0	0.00302	0.24653	0.0106	0.0	0.00573	0.93307	0.01954	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01676	0.8337	0.01955	0.0	0.0	0.08112	0.01017	0.0	0.00442	0.0	0.0	1.07542	0.01841	3.11607	0.0855	0.0	0.01099	0.75932	0.14571	0.0	0.00462	0.0	0.02466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00745	0.0	0.0	2.05377	0.18505	0.46374	0.0038	1.32587	0.30501	0.0	0.01935	0.99783	0.04857	0.28546	0.0	0.09676	0.01658	0.05615	0.02889	0.02483	0.0	0.3425	0.00457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	0.0	0.09487	0.0	0.03638	0.43242	0.029	0.0	0.0	0.0	0.00302	0.24653	0.0106	0.0	0.00573	0.93307	0.01954	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01676	0.8337	0.01955	0.0	0.0	0.08112	0.01017	0.0	0.00442	0.0	0.0	1.07542	0.01841	3.11607	0.0855	0.0	0.01099	0.75932	0.14571	0.0	0.00462	0.0	0.02466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00745	0.0	0.0	2.05377	0.18505	0.46374	0.0038	1.32587	0.30501	0.0	0.01935	0.99783	0.04857	0.28546	0.0	0.09676	0.01658	0.05615	0.02889	0.02483	0.0	0.3425	0.00457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis|t__GCF_000163895	0.0	0.09487	0.0	0.03638	0.43242	0.029	0.0	0.0	0.0	0.00302	0.24653	0.0106	0.0	0.00573	0.93307	0.01954	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01676	0.8337	0.01955	0.0	0.0	0.08112	0.01017	0.0	0.00442	0.0	0.0	1.07542	0.01841	3.11607	0.0855	0.0	0.01099	0.75932	0.14571	0.0	0.00462	0.0	0.02466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00745	0.0	0.0	2.05377	0.18505	0.46374	0.0038	1.32587	0.30501	0.0	0.01935	0.99783	0.04857	0.28546	0.0	0.09676	0.01658	0.05615	0.02889	0.02483	0.0	0.3425	0.00457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	0.0	0.01227	0.0	0.00936	0.0	0.01469	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.00957	0.0	0.00235	0.0	0.00364	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.00232	0.0	0.0104	0.0	0.00229	0.0	0.01814	0.0	0.00971	0.0	0.02569	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.00549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00675	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.00063	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Eubacterium_yurii	0.0	0.01227	0.0	0.00936	0.0	0.01469	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.00957	0.0	0.00235	0.0	0.00364	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.00232	0.0	0.0104	0.0	0.00229	0.0	0.01814	0.0	0.00971	0.0	0.02569	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.00725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00675	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.00063	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Eubacterium_yurii|t__GCF_000146855	0.0	0.01227	0.0	0.00936	0.0	0.01469	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.00957	0.0	0.00235	0.0	0.00364	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.00232	0.0	0.0104	0.0	0.00229	0.0	0.01814	0.0	0.00971	0.0	0.02569	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.00725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00675	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.00063	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00376	0.0	0.0	0.0	0.00549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0.28808	0.67322	0.0	0.36372	0.0	0.43353	0.0	0.64119	0.0	0.17888	0.0	0.1217	1.8031	1.1746	0.06344	0.87081	0.37053	0.47906	0.0	0.20758	0.0	0.0762	0.0	0.19954	0.94545	0.19844	0.43823	1.2587	0.07808	0.73739	0.14753	1.01224	0.0	0.18921	0.0	0.79443	0.0	0.04017	0.21427	0.31591	1.97053	0.08979	0.70791	0.30322	1.32898	2.00038	0.08268	0.20526	0.0	0.24444	0.0	0.19859	0.0	0.26287	0.0	0.0275	0.0	0.13441	0.0	0.23673	0.12915	0.46744	0.0	0.09181	0.0	0.72506	1.43317	0.73451	0.0	0.51212	0.2453	0.26946	0.64156	1.77195	2.09153	0.44354	1.92742	0.44067	7.74394	0.52595
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius|t__Peptostreptococcus_anaerobius_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0.0	0.25648	0.0	0.16305	0.0	0.16619	0.0	0.16452	0.0	0.06216	0.0	0.06331	0.25697	0.37092	0.0	0.28353	0.0	0.12977	0.0	0.06005	0.0	0.02553	0.0	0.05594	0.27699	0.05829	0.09351	0.34058	0.0	0.23509	0.02125	0.32531	0.0	0.06795	0.0	0.29057	0.0	0.01004	0.01047	0.12411	1.46068	0.02636	0.0	0.11595	0.69785	0.74893	0.00648	0.06772	0.0	0.07234	0.0	0.05189	0.0	0.09696	0.0	0.00521	0.0	0.03004	0.0	0.06771	0.0	0.17391	0.0	0.02808	0.0	0.46063	0.0	0.22443	0.0	0.20963	0.00497	0.07907	0.25212	0.58548	1.31492	0.13796	0.8354	0.12519	2.56158	0.14711
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis|t__GCF_000147675	0.0	0.25648	0.0	0.16305	0.0	0.16619	0.0	0.16452	0.0	0.06216	0.0	0.06331	0.25697	0.37092	0.0	0.28353	0.0	0.12977	0.0	0.06005	0.0	0.02553	0.0	0.05594	0.27699	0.05829	0.09351	0.34058	0.0	0.23509	0.02125	0.32531	0.0	0.06795	0.0	0.29057	0.0	0.01004	0.01047	0.12411	1.46068	0.02636	0.0	0.11595	0.69785	0.74893	0.00648	0.06772	0.0	0.07234	0.0	0.05189	0.0	0.09696	0.0	0.00521	0.0	0.03004	0.0	0.06771	0.0	0.17391	0.0	0.02808	0.0	0.46063	0.0	0.22443	0.0	0.20963	0.00497	0.07907	0.25212	0.58548	1.31492	0.13796	0.8354	0.12519	2.56158	0.14711
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0.28808	0.41674	0.0	0.20068	0.0	0.26734	0.0	0.47667	0.0	0.11672	0.0	0.0584	1.54613	0.80368	0.06344	0.58728	0.37053	0.3493	0.0	0.14753	0.0	0.05067	0.0	0.1436	0.66847	0.14015	0.34471	0.91813	0.07808	0.5023	0.12627	0.68693	0.0	0.12126	0.0	0.50386	0.0	0.03012	0.2038	0.19181	0.50985	0.06343	0.70791	0.18727	0.63113	1.25145	0.07621	0.13754	0.0	0.1721	0.0	0.1467	0.0	0.16591	0.0	0.02229	0.0	0.10101	0.0	0.16902	0.12915	0.29352	0.0	0.06373	0.0	0.26442	1.43317	0.51009	0.0	0.30249	0.24033	0.19039	0.38944	1.18647	0.7766	0.30558	1.09202	0.31548	5.18236	0.37884
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03547	0.01295	0.0	0.00254	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01326	0.0	0.00581	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00854	0.0	0.00865	0.0	0.04421
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03547	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03547	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00679	0.0	0.00114	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.004	0.0	0.00873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00679	0.0	0.00114	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.004	0.0	0.00873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00679	0.0	0.00114	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.004	0.0	0.00873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00425
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00425
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__Ruminococcus_lactaris_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.00141	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.00299	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.00465	0.0	0.02938
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.00141	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.00299	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.00465	0.0	0.02938
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Halobacteroidaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0	0.2469	0.0	0.45949	0.0	0.25656	0.0	1.10457	0.0	0.81967	0.02087	0.1315	0.0	0.42754	0.3626	0.8484	0.39432	0.36573	0.0	0.34989	0.58327	1.90222	0.0	1.36664	0.1435	0.67801	0.68448	0.945	0.0	0.48131	0.25284	1.06798	0.0	0.26067	0.03201	0.85553	0.0	0.73789	0.0	0.61235	0.0	0.79118	0.0	0.57902	0.65843	0.61783	0.53693	0.93388	0.0	0.49137	0.0	0.86146	0.0	0.04577	0.43911	0.95049	0.0	0.09953	0.0	0.23354	0.21441	0.61917	0.0	0.63445	0.0	0.81444	2.41862	2.57275	0.0	0.85747	0.08483	0.51806	0.33892	0.99102	0.45175	0.12926	1.19067	0.82095	8.63374	0.45313
